"country","commodity","year","usd","product"
"Bolivia (Plurinat.State)","Ornamental fish nei",1989,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",1990,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",1991,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",1998,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",1999,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",2000,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",2001,,"ornamentals"
"Bolivia (Plurinat.State)","Ornamental fish nei",2002,,"ornamentals"
"Bosnia and Herzegovina","Agar agar nei",2003,2,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2004,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2005,6,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2006,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2007,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2008,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2009,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2010,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2011,0,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1976,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1977,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1978,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1979,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1980,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1981,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1982,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1983,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1984,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1985,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1986,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1987,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1988,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1989,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1990,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1991,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1992,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1993,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1994,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1995,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1996,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1997,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1998,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",1999,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2000,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2001,,"seaweeds"
"Bosnia and Herzegovina","Agar agar nei",2002,,"seaweeds"
"Bosnia and Herzegovina","Coral and the like",2001,33,"corals"
"Bosnia and Herzegovina","Coral and the like",2002,59,"corals"
"Bosnia and Herzegovina","Coral and the like",2003,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2004,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2005,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2006,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2007,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2008,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2009,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2010,0,"corals"
"Bosnia and Herzegovina","Coral and the like",2011,0,"corals"
"Bosnia and Herzegovina","Coral and the like",1976,,"corals"
"Bosnia and Herzegovina","Coral and the like",1977,,"corals"
"Bosnia and Herzegovina","Coral and the like",1978,,"corals"
"Bosnia and Herzegovina","Coral and the like",1979,,"corals"
"Bosnia and Herzegovina","Coral and the like",1980,,"corals"
"Bosnia and Herzegovina","Coral and the like",1981,,"corals"
"Bosnia and Herzegovina","Coral and the like",1982,,"corals"
"Bosnia and Herzegovina","Coral and the like",1983,,"corals"
"Bosnia and Herzegovina","Coral and the like",1984,,"corals"
"Bosnia and Herzegovina","Coral and the like",1985,,"corals"
"Bosnia and Herzegovina","Coral and the like",1986,,"corals"
"Bosnia and Herzegovina","Coral and the like",1987,,"corals"
"Bosnia and Herzegovina","Coral and the like",1988,,"corals"
"Bosnia and Herzegovina","Coral and the like",1989,,"corals"
"Bosnia and Herzegovina","Coral and the like",1990,,"corals"
"Bosnia and Herzegovina","Coral and the like",1991,,"corals"
"Bosnia and Herzegovina","Coral and the like",1992,,"corals"
"Bosnia and Herzegovina","Coral and the like",1993,,"corals"
"Bosnia and Herzegovina","Coral and the like",1994,,"corals"
"Bosnia and Herzegovina","Coral and the like",1995,,"corals"
"Bosnia and Herzegovina","Coral and the like",1996,,"corals"
"Bosnia and Herzegovina","Coral and the like",1997,,"corals"
"Bosnia and Herzegovina","Coral and the like",1998,,"corals"
"Bosnia and Herzegovina","Coral and the like",1999,,"corals"
"Bosnia and Herzegovina","Coral and the like",2000,,"corals"
"Bosnia and Herzegovina","Fish body oils, nei",2004,0.1,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2008,2,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2009,0,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2010,0,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2011,0,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1976,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1977,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1978,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1979,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1980,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1981,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1982,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1983,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1984,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1985,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1986,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1987,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1988,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1989,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1990,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1991,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1992,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1993,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1994,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1995,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1996,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1997,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1998,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",1999,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2000,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2001,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2002,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2003,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2005,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2006,,"fish_oil"
"Bosnia and Herzegovina","Fish body oils, nei",2007,,"fish_oil"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2004,402,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2005,404,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2006,448,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2007,267,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2008,515,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2009,377,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2010,29,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2011,310,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1976,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1977,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1978,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1979,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1980,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1981,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1982,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1983,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1984,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1985,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1986,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1987,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1988,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1989,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1990,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1991,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1992,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1993,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1994,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1995,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1996,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1997,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1998,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",1999,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2000,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2001,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2002,,"shells"
"Bosnia and Herzegovina","Miscellaneous corals and shells",2003,,"shells"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2001,0.1,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2002,1,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2009,0.1,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2010,0,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2011,0,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1996,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1997,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1998,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",1999,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2000,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2003,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2004,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2005,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2006,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2007,,"seaweeds"
"Bosnia and Herzegovina","Other seaweeds and aquatic plants and products thereof",2008,,"seaweeds"
"Botswana","Coral and the like",1995,1,"corals"
"Botswana","Coral and the like",1996,1,"corals"
"Botswana","Coral and the like",1997,1,"corals"
"Botswana","Coral and the like",1998,0.1,"corals"
"Botswana","Coral and the like",1999,0,"corals"
"Botswana","Coral and the like",2000,0,"corals"
"Botswana","Coral and the like",2001,0.1,"corals"
"Botswana","Coral and the like",2002,0.1,"corals"
"Botswana","Coral and the like",2003,0,"corals"
"Botswana","Coral and the like",2004,0,"corals"
"Botswana","Coral and the like",2005,0,"corals"
"Botswana","Coral and the like",2006,0,"corals"
"Botswana","Coral and the like",2007,0,"corals"
"Botswana","Coral and the like",2008,0,"corals"
"Botswana","Coral and the like",2009,0,"corals"
"Botswana","Coral and the like",2010,0,"corals"
"Botswana","Coral and the like",2011,0,"corals"
"Botswana","Coral and the like",1976,,"corals"
"Botswana","Coral and the like",1977,,"corals"
"Botswana","Coral and the like",1978,,"corals"
"Botswana","Coral and the like",1979,,"corals"
"Botswana","Coral and the like",1980,,"corals"
"Botswana","Coral and the like",1981,,"corals"
"Botswana","Coral and the like",1982,,"corals"
"Botswana","Coral and the like",1983,,"corals"
"Botswana","Coral and the like",1984,,"corals"
"Botswana","Coral and the like",1985,,"corals"
"Botswana","Coral and the like",1986,,"corals"
"Botswana","Coral and the like",1987,,"corals"
"Botswana","Coral and the like",1988,,"corals"
"Botswana","Coral and the like",1989,,"corals"
"Botswana","Coral and the like",1990,,"corals"
"Botswana","Coral and the like",1991,,"corals"
"Botswana","Coral and the like",1992,,"corals"
"Botswana","Coral and the like",1993,,"corals"
"Botswana","Coral and the like",1994,,"corals"
"Botswana","Fish body oils, nei",1993,0.1,"fish_oil"
"Botswana","Fish body oils, nei",1994,2,"fish_oil"
"Botswana","Fish body oils, nei",1995,0,"fish_oil"
"Botswana","Fish body oils, nei",1996,0,"fish_oil"
"Botswana","Fish body oils, nei",1997,0,"fish_oil"
"Botswana","Fish body oils, nei",1998,3,"fish_oil"
"Botswana","Fish body oils, nei",1999,0,"fish_oil"
"Botswana","Fish body oils, nei",2000,0,"fish_oil"
"Botswana","Fish body oils, nei",2001,0,"fish_oil"
"Botswana","Fish body oils, nei",2002,0.1,"fish_oil"
"Botswana","Fish body oils, nei",2003,0,"fish_oil"
"Botswana","Fish body oils, nei",2004,0,"fish_oil"
"Botswana","Fish body oils, nei",2005,10,"fish_oil"
"Botswana","Fish body oils, nei",2006,72,"fish_oil"
"Botswana","Fish body oils, nei",2007,0,"fish_oil"
"Botswana","Fish body oils, nei",2008,0,"fish_oil"
"Botswana","Fish body oils, nei",2009,0,"fish_oil"
"Botswana","Fish body oils, nei",2010,0,"fish_oil"
"Botswana","Fish body oils, nei",2011,0,"fish_oil"
"Botswana","Fish body oils, nei",1976,,"fish_oil"
"Botswana","Fish body oils, nei",1977,,"fish_oil"
"Botswana","Fish body oils, nei",1978,,"fish_oil"
"Botswana","Fish body oils, nei",1979,,"fish_oil"
"Botswana","Fish body oils, nei",1980,,"fish_oil"
"Botswana","Fish body oils, nei",1981,,"fish_oil"
"Botswana","Fish body oils, nei",1982,,"fish_oil"
"Botswana","Fish body oils, nei",1983,,"fish_oil"
"Botswana","Fish body oils, nei",1984,,"fish_oil"
"Botswana","Fish body oils, nei",1985,,"fish_oil"
"Botswana","Fish body oils, nei",1986,,"fish_oil"
"Botswana","Fish body oils, nei",1987,,"fish_oil"
"Botswana","Fish body oils, nei",1988,,"fish_oil"
"Botswana","Fish body oils, nei",1989,,"fish_oil"
"Botswana","Fish body oils, nei",1990,,"fish_oil"
"Botswana","Fish body oils, nei",1991,,"fish_oil"
"Botswana","Fish body oils, nei",1992,,"fish_oil"
"Botswana","Fish liver oils, nei",2001,0.1,"fish_oil"
"Botswana","Fish liver oils, nei",2002,0.1,"fish_oil"
"Botswana","Fish liver oils, nei",2003,0,"fish_oil"
"Botswana","Fish liver oils, nei",2004,32,"fish_oil"
"Botswana","Fish liver oils, nei",2005,12,"fish_oil"
"Botswana","Fish liver oils, nei",2006,0,"fish_oil"
"Botswana","Fish liver oils, nei",2007,0.1,"fish_oil"
"Botswana","Fish liver oils, nei",2008,0,"fish_oil"
"Botswana","Fish liver oils, nei",2009,0,"fish_oil"
"Botswana","Fish liver oils, nei",2010,0.1,"fish_oil"
"Botswana","Fish liver oils, nei",2011,0.1,"fish_oil"
"Botswana","Fish liver oils, nei",1976,,"fish_oil"
"Botswana","Fish liver oils, nei",1977,,"fish_oil"
"Botswana","Fish liver oils, nei",1978,,"fish_oil"
"Botswana","Fish liver oils, nei",1979,,"fish_oil"
"Botswana","Fish liver oils, nei",1980,,"fish_oil"
"Botswana","Fish liver oils, nei",1981,,"fish_oil"
"Botswana","Fish liver oils, nei",1982,,"fish_oil"
"Botswana","Fish liver oils, nei",1983,,"fish_oil"
"Botswana","Fish liver oils, nei",1984,,"fish_oil"
"Botswana","Fish liver oils, nei",1985,,"fish_oil"
"Botswana","Fish liver oils, nei",1986,,"fish_oil"
"Botswana","Fish liver oils, nei",1987,,"fish_oil"
"Botswana","Fish liver oils, nei",1988,,"fish_oil"
"Botswana","Fish liver oils, nei",1989,,"fish_oil"
"Botswana","Fish liver oils, nei",1990,,"fish_oil"
"Botswana","Fish liver oils, nei",1991,,"fish_oil"
"Botswana","Fish liver oils, nei",1992,,"fish_oil"
"Botswana","Fish liver oils, nei",1993,,"fish_oil"
"Botswana","Fish liver oils, nei",1994,,"fish_oil"
"Botswana","Fish liver oils, nei",1995,,"fish_oil"
"Botswana","Fish liver oils, nei",1996,,"fish_oil"
"Botswana","Fish liver oils, nei",1997,,"fish_oil"
"Botswana","Fish liver oils, nei",1998,,"fish_oil"
"Botswana","Fish liver oils, nei",1999,,"fish_oil"
"Botswana","Fish liver oils, nei",2000,,"fish_oil"
"Botswana","Miscellaneous corals and shells",2002,0,"shells"
"Botswana","Miscellaneous corals and shells",2004,0,"shells"
"Botswana","Miscellaneous corals and shells",2006,0.1,"shells"
"Botswana","Miscellaneous corals and shells",2007,0,"shells"
"Botswana","Miscellaneous corals and shells",2008,0,"shells"
"Botswana","Miscellaneous corals and shells",2009,0,"shells"
"Botswana","Miscellaneous corals and shells",2010,0,"shells"
"Botswana","Miscellaneous corals and shells",2011,0,"shells"
"Botswana","Miscellaneous corals and shells",1976,,"shells"
"Botswana","Miscellaneous corals and shells",1977,,"shells"
"Botswana","Miscellaneous corals and shells",1978,,"shells"
"Botswana","Miscellaneous corals and shells",1979,,"shells"
"Botswana","Miscellaneous corals and shells",1980,,"shells"
"Botswana","Miscellaneous corals and shells",1981,,"shells"
"Botswana","Miscellaneous corals and shells",1982,,"shells"
"Botswana","Miscellaneous corals and shells",1983,,"shells"
"Botswana","Miscellaneous corals and shells",1984,,"shells"
"Botswana","Miscellaneous corals and shells",1985,,"shells"
"Botswana","Miscellaneous corals and shells",1986,,"shells"
"Botswana","Miscellaneous corals and shells",1987,,"shells"
"Botswana","Miscellaneous corals and shells",1988,,"shells"
"Botswana","Miscellaneous corals and shells",1989,,"shells"
"Botswana","Miscellaneous corals and shells",1990,,"shells"
"Botswana","Miscellaneous corals and shells",1991,,"shells"
"Botswana","Miscellaneous corals and shells",1992,,"shells"
"Botswana","Miscellaneous corals and shells",1993,,"shells"
"Botswana","Miscellaneous corals and shells",1994,,"shells"
"Botswana","Miscellaneous corals and shells",1995,,"shells"
"Botswana","Miscellaneous corals and shells",1996,,"shells"
"Botswana","Miscellaneous corals and shells",1997,,"shells"
"Botswana","Miscellaneous corals and shells",1998,,"shells"
"Botswana","Miscellaneous corals and shells",1999,,"shells"
"Botswana","Miscellaneous corals and shells",2000,,"shells"
"Botswana","Miscellaneous corals and shells",2001,,"shells"
"Botswana","Miscellaneous corals and shells",2003,,"shells"
"Botswana","Miscellaneous corals and shells",2005,,"shells"
"Botswana","Natural sponges raw",1995,1,"sponges"
"Botswana","Natural sponges raw",1996,0,"sponges"
"Botswana","Natural sponges raw",1997,0,"sponges"
"Botswana","Natural sponges raw",1998,0.1,"sponges"
"Botswana","Natural sponges raw",1999,0,"sponges"
"Botswana","Natural sponges raw",2000,0,"sponges"
"Botswana","Natural sponges raw",2001,0,"sponges"
"Botswana","Natural sponges raw",2002,0.1,"sponges"
"Botswana","Natural sponges raw",2003,0,"sponges"
"Botswana","Natural sponges raw",2004,0,"sponges"
"Botswana","Natural sponges raw",2005,0,"sponges"
"Botswana","Natural sponges raw",2006,1,"sponges"
"Botswana","Natural sponges raw",2007,1,"sponges"
"Botswana","Natural sponges raw",2008,0,"sponges"
"Botswana","Natural sponges raw",2009,5,"sponges"
"Botswana","Natural sponges raw",2010,0,"sponges"
"Botswana","Natural sponges raw",2011,0.1,"sponges"
"Botswana","Natural sponges raw",1976,,"sponges"
"Botswana","Natural sponges raw",1977,,"sponges"
"Botswana","Natural sponges raw",1978,,"sponges"
"Botswana","Natural sponges raw",1979,,"sponges"
"Botswana","Natural sponges raw",1980,,"sponges"
"Botswana","Natural sponges raw",1981,,"sponges"
"Botswana","Natural sponges raw",1982,,"sponges"
"Botswana","Natural sponges raw",1983,,"sponges"
"Botswana","Natural sponges raw",1984,,"sponges"
"Botswana","Natural sponges raw",1985,,"sponges"
"Botswana","Natural sponges raw",1986,,"sponges"
"Botswana","Natural sponges raw",1987,,"sponges"
"Botswana","Natural sponges raw",1988,,"sponges"
"Botswana","Natural sponges raw",1989,,"sponges"
"Botswana","Natural sponges raw",1990,,"sponges"
"Botswana","Natural sponges raw",1991,,"sponges"
"Botswana","Natural sponges raw",1992,,"sponges"
"Botswana","Natural sponges raw",1993,,"sponges"
"Botswana","Natural sponges raw",1994,,"sponges"
"Botswana","Ornamental fish nei",1992,0.1,"ornamentals"
"Botswana","Ornamental fish nei",1993,0,"ornamentals"
"Botswana","Ornamental fish nei",1994,3,"ornamentals"
"Botswana","Ornamental fish nei",1995,0,"ornamentals"
"Botswana","Ornamental fish nei",1996,0,"ornamentals"
"Botswana","Ornamental fish nei",1997,0,"ornamentals"
"Botswana","Ornamental fish nei",1998,0,"ornamentals"
"Botswana","Ornamental fish nei",1999,0,"ornamentals"
"Botswana","Ornamental fish nei",2000,0,"ornamentals"
"Botswana","Ornamental fish nei",2001,0.1,"ornamentals"
"Botswana","Ornamental fish nei",2002,0.1,"ornamentals"
"Botswana","Ornamental fish nei",2003,1,"ornamentals"
"Botswana","Ornamental fish nei",2004,0.1,"ornamentals"
"Botswana","Ornamental fish nei",2005,0.1,"ornamentals"
"Botswana","Ornamental fish nei",2006,0,"ornamentals"
"Botswana","Ornamental fish nei",2007,1,"ornamentals"
"Botswana","Ornamental fish nei",2008,0,"ornamentals"
"Botswana","Ornamental fish nei",2009,0,"ornamentals"
"Botswana","Ornamental fish nei",2010,0.1,"ornamentals"
"Botswana","Ornamental fish nei",2011,2,"ornamentals"
"Botswana","Ornamental fish nei",1976,,"ornamentals"
"Botswana","Ornamental fish nei",1977,,"ornamentals"
"Botswana","Ornamental fish nei",1978,,"ornamentals"
"Botswana","Ornamental fish nei",1979,,"ornamentals"
"Botswana","Ornamental fish nei",1980,,"ornamentals"
"Botswana","Ornamental fish nei",1981,,"ornamentals"
"Botswana","Ornamental fish nei",1982,,"ornamentals"
"Botswana","Ornamental fish nei",1983,,"ornamentals"
"Botswana","Ornamental fish nei",1984,,"ornamentals"
"Botswana","Ornamental fish nei",1985,,"ornamentals"
"Botswana","Ornamental fish nei",1986,,"ornamentals"
"Botswana","Ornamental fish nei",1987,,"ornamentals"
"Botswana","Ornamental fish nei",1988,,"ornamentals"
"Botswana","Ornamental fish nei",1989,,"ornamentals"
"Botswana","Ornamental fish nei",1990,,"ornamentals"
"Botswana","Ornamental fish nei",1991,,"ornamentals"
"Botswana","Other seaweeds and aquatic plants and products thereof",2009,0.1,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2010,0.1,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2011,0.1,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1976,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1977,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1978,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1979,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1980,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1981,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1982,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1983,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1984,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1985,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1986,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1987,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1988,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1989,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1990,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1991,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1992,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1993,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1994,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1995,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1996,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1997,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1998,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",1999,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2000,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2001,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2002,,"seaweeds"
"Botswana","Other seaweeds and aquatic plants and products thereof",2003,,"seaweeds"
